group_col,group,n,acc,acc_lo,acc_hi,macro_f1,acc_gap_vs_min,acc_gap_vs_max
age_group,20-29,195,1.0,0.9806800991341854,1.0,0.3333333333333333,0.0,0.0
age_group,30-39,207,1.0,0.9817796867411365,0.9999999999999999,0.3333333333333333,0.0,0.0
age_group,40-49,194,1.0,0.9805824457545836,1.0,0.3333333333333333,0.0,0.0
age_group,50-59,182,1.0,0.9793286325558971,1.0,0.3333333333333333,0.0,0.0
age_group,60-69,221,1.0,0.9829141938146678,1.0,0.3333333333333333,0.0,0.0
